order,title,link,date
169,Extracellular nucleotides elicit cytosolic free calcium oscillations in Arabidopsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3329368/,2011 Nov 1
170,"Calcium, mechanical signaling, and tip growth",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,2025 Apr 19
171,Gravitropism and mechanical signaling in plants.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,2025 Apr 19
172,"Salt stress-induced Ca2+ waves are associated with rapid, long-distance root-to-shoot signaling in plants.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4035928/,2014 Mar 24
173,Gravitropic signaling in plants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,2025 Apr 19
174,Wortmannin-induced vacuole fusion enhances amyloplast dynamics in Arabidopsis zigzag1 hypocotyls.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5181587/,2016 Nov 5
175,A ROS-assisted calcium wave dependent on AtRBOHD and TPC1 propagates the systemic response to salt stress in Arabidopsis roots,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4936552/,2016 Jun 3
176,"ROS, calcium and electric signals: Key mediators of rapid systemic signaling in plants",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7610290/,2020 Sep 15
177,Real-time In Vivo Recording of Arabidopsis Calcium Signals During Insect Feeding Using a Fluorescent Biosensor,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5614317/,2017 Aug 15
178,"Orchestrating rapid long-distance signaling in plants with Ca2+ , ROS, and electrical signals",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5677518/,2018 May 1
179,"Glutamate triggers long-distance, calcium-based plant defense signaling.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11850895/,2025 Feb 24
180,Test of Arabidopsis Space Transcriptome: A discovery environment to explore multiple plant biology spaceflight experiments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7076552/,2020 Mar 4
181,Tonoplast-localized Ca2+ pumps regulate Ca2+ signals during pattern-triggered immunity in Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7414185/,2020 Jul 20
182,The fast and the furious: Rapid long-range signaling in plants.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8133610/,2021 Jan 7
183,Rad-Bio-App: A discovery environment for biologists to explore spaceflight-related radiation exposures,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8113475/,2021 May 11
184,The vacuolar H+/Ca transporter CAX1 participates in submergence and anoxia stress responses.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9706465/,2022 Aug 16
185,Meta-analysis of the space flight and microgravity response of the Arabidopsis plant transcriptome,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10027818/,2023 Mar 20
186,"Low-dose, ionizing radiation and age-related changes in skeletal microarchitecture",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3337602/,2012 Apr 18
187,Ionizing Radiation Stimulates Expression of Pro-Osteoclastogenic Genes in Marrow and Skeletal Tissue,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4490751/,2015 Jun 1
188,Preservation of Multiple Mammalian Tissues to Maximize Science Return from Ground Based and Spaceflight Experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5132293/,2016 Dec 1
189,Hindlimb Unloading: Rodent Analog for Microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11747068/,2025 Jan 21
190,Redox Signaling and Its Impact on Skeletal and Vascular Responses to Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5666834/,2017 Oct 16
191,Influence of social isolation during prolonged simulated weightlessness by hindlimb unloading,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6753329/,2019 Sep 13
192,Validation of a new Rodent experimental System to investigate consequences of Long Duration Space Habitation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012842/,2020 Feb 11
193,Skeletal tissue regulation by catalase over-expression in mitochondria,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4405755/,2015 Feb 4
194,Overexpression of catalase in mitochondria mitigates changes in hippocampal cytokine expression following simulated microgravity and isolation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8260663/,2021 Jul 6
195,An extensive allelic series of Drosophila kae1 mutants reveals diverse and tissue-specific requirements for t6A biogenesis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4647464/,2015 Dec
196,Novel Organelles with Elements of Bacterial and Eukaryotic Secretion Systems Weaponize Parasites of Drosophila,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5659752/,2018 Sep 25
197,A combined computational strategy of sequence and structural analysis predicts the existence of a functional eicosanoid pathway in Drosophila melanogaster.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6372189/,2019 Feb 12
198,Immune suppressive extracellular vesicle proteins of Leptopilina heterotoma are encoded in the wasp genome.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6945029/,2019 Nov 1
199,Spaceflight and simulated microgravity conditions increase virulence of Serratia marcescens in the Drosophila melanogaster infection model.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7000411/,2020 Feb 4
200,A parasitoid wasp of Drosophila employs preemptive and reactive strategies to deplete its host's blood cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8191917/,2021 May 28
201,In Silico Analysis of a Drosophila Parasitoid Venom Peptide Reveals Prevalence of the CationâÃÃ¬PolarâÃÃ¬Cation Clip Motif in Knottin Proteins,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9865768/,2023 Jan 14
202,Drosophila parasitoids go to space: Unexpected effects of spaceflight on hosts and their parasitoids.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10797188/,2023 Dec 16
203,Drosophila parasitoids go to space: Unexpected effects of spaceflight on hosts and their parasitoids,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10797188/,2023 Dec 16
204,Simultaneous exposure of cultured human lymphoblastic cells to simulated microgravity and radiation increases chromosome aberrations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555395/,2020 Sep 10
205,Genes required for survival in microgravity revealed by genome-wide yeast deletion collections cultured during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4309212/,2015 Jan 13
206,Physical Forces Modulate Oxidative Status and Stress Defense Meditated Metabolic Adaptation of Yeast Colonies: Spaceflight and Microgravity Simulations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6560652/,2017 Dec 29
207,Effects of space flight on mouse liver versus kidney: Gene pathway analyses.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6321533/,2018 Dec 18
208,Yeast in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12040010/,2025 Apr 25
209,Endocrine Effects of Space Flight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11833055/,2025 Feb 17
210,Role of shear stress on renal proximal tubular cells for nephrotoxicity assays,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9146534/,2022 Apr 28
211,Bone hemodynamic responses to changes in external pressure.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11492218/,2024 Oct 17
212,Back pain in space and post-flight spine injury: Mechanisms and countermeasure development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6339989/,2019 Jan 21
213,Fifteen days of microgravity causes growth in calvaria of mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4110898/,2014 Oct 1
214,Altered disc compression in children with idiopathic low back pain: an upright magnetic resonance imaging backpack study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3947616/,2015 Feb 1
215,Spaceflight-induced bone loss alters failure mode and reduces bending strength in murine spinal segments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5477841/,2017 Jun 20
216,Spaceflight-associated vascular remodeling and gene expression in mouse calvaria.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9139491/,2022 May 13
217,"Exposure of Mycobacterium marinum to low-shear modeled microgravity: Effect on growth, the transcriptome and survival under stress.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515531/,2016 Dec 1
218,Effects of mechanostimulation on gravitropism and signal persistence in flax roots.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3258067/,2011 Sep 1
219,Oxygen dependency of germinating Brassica seeds.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10025027/,2023 Mar 8
220,"Desiccation mitigates heat stress in the resurrection fern, Pleopeltis polypodioides",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7733933/,2020 Nov 30
221,Transcription profile of auxin related genes during positively gravitropic hypocotyl curvature of Brassica rapa.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9105288/,2022 Apr 28
222,High-gradient magnetic fields and starch metabolism: Results from a space experiment.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9617909/,2022 Oct 29
223,Lipid rafts and plant gravisensitivity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9695138/,2022 Nov 7
224,Expression and characterization of the bacterial mechanosensitive channel MscS in Xenopus laevis oocytes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3503204/,2012 Oct 29
225,United in Diversity: Mechanosensitive Ion Channels in Plants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5896955/,2018 Mar 21
226,Expressing and Characterizing Mechanosensitive Channels in Xenopus Oocytes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4469364/,2016 Jan 1
227,The ongoing search for the molecular basis of plant osmosensing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4411250/,2015 May
228,Plastid osmotic stress influences cell differentiation at the plant shoot apex.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5047659/,2016 Sep 15
229,Spaceflight-induced synaptic modifications within hair cells of the mammalian utricle.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5454470/,2017 Feb 22
230,Effects of angular frequency during clinorotation on mesenchymal stem cell morphology and migration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515506/,2015 Jul 30
231,"The role of FGF-2 and BMP-2 in regulation of gene induction, cell proliferation and mineralization.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3044105/,2011 Feb 9
232,"Nutritional supplements, COX-2 and IGF-1 expression in men on active surveillance for prostate cancer.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3002170/,2010 Nov 20
233,To Infinity and Beyond! Human spaceflight and life science.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6188462/,2011 Sep
234,Hyperoxia inhibits T cell activation in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11470607/,2024 Sep 24
235,"Effects of gravitational mechanical unloading in endothelial cells: association between caveolins, inflammation and adhesion molecules",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3603133/,2013 Mar 20
236,n-3 Polyunsaturated fatty acids supplementation in peripheral artery disease: the OMEGA-PAD trial,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6462350/,2020 Jun 1
237,Molecular mechanisms underlying the enhanced functions of three-dimensional hepatocyte aggregates,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4012541/,2015 Feb 1
238,Spaceflight alters expression of microRNA during T-cell activation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4653058/,2015 Aug 14
239,Spaceflight impairs antigen-specific tolerance induction in vivo and increases inflammatory cytokines.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6137544/,2015 Jun 17
240,"From cellular mechanotransduction to biologically inspired engineering: 2009 Pritzker Award Lecture, BMES Annual Meeting October 10, 2009.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2913424/,2011 Mar 1
241,Crewmember microbiome may influence microbial composition of ISS habitable surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7190111/,2020 Apr 29
242,Sierra Nevada sweep: Metagenomic measurements of bioaerosols vertically distributed across the troposphere.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7382458/,2020 Jul 24
243,Draft Genome Sequences of Fungi Isolated from the International Space Station during the Microbial Tracking-2 Experiment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8444978/,2021 Sep 16
244,"Microbial tracking-2, a metagenomics analysis of bacteria and fungi onboard the International Space Station.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241228/,2022 Jun 29
245,Detection of Target Genes for Drug Repurposing to Treat Skeletal Muscle Atrophy in Mice Flown in Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8953707/,2022 Mar 8
246,Release of CD36-associated cell-free mitochondrial DNA and RNA as a hallmark of space environment response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166646/,2024 Jun 11
247,Increasing the number of unloading/reambulation cycles does not adversely impac body composition and lumbar bone mineral density but reduces tissue sensitivity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3747666/,2014 Nov 1
248,Bone shaft bending strength index is unaffected by exercise and unloading in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4337661/,2015 Feb 2
249,Focal enhancement of the skeleton to exercise correlates to mesenchymal stem cell responsivity rather than peak external forces.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4631774/,2015 Oct
250,"Cytoskeletal configuration modulates mechanically induced changes in mesenchymal stem cell osteogenesis, morphology, and stiffness.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5052530/,2016 Oct 6
251,Genetic and tissue level muscle-bone interactions during unloading and reambulation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5114340/,2016 Sep
252,Osteocyte apoptosis caused by hindlimb unloading is required to trigger osteocyte RANKL production and subsequent resorption of cortical and trabecular bone in mice femurs.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5488280/,2017 Jun 28
253,Differential Single Cell Responses of Embryonic Stem Cells Versus Embryoid Bodies to Gravity Mechanostimulation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9293686/,2022 Jul 6
254,Macrophages inhibit Aspergillus fumigatus germination and neutrophil-mediated fungal killing.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6091969/,2018 Aug 2
255,Contributions of spore secondary metabolites to UV-C protection and virulence vary in different Aspergillus fumigatus strains,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7029147/,2020 Feb 18
256,Regulation of hemocytes in Drosophila requires dappled cytochrome b5.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3092937/,2011 Jan 30
257,A novel phototropic response to red light is revealed in microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748516/,2018 Jan 2
258,Plant cell proliferation and growth are altered by microgravity conditions in spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9287483/,2022 Jun 30
259,Phototropism of Arabidopsis thaliana in microgravity and fractional gravity on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748516/,2018 Jan 2
260,Light and gravity signals synergize in modulating plant development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4211383/,2014 Oct 28
261,A novel blue-light phototropic response is revealed in roots of Arabidopsis thaliana in microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748516/,2018 Jan 2
262,Comparative transcriptomics indicate changes in cell wall organization and stress response in seedlings during spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5821596/,2019 Feb 21
263,RNAseq analysis of the response of Arabidopsis thaliana to fractional gravity under blue-light stimulation during spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6889863/,2019 Nov 26
264,Comparison of Microgravity Analogs to Spaceflight in Studies of Plant Growth and Development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6908503/,2019 Dec 6
265,The importance of Earth reference controls in spaceflight-omics research: Characterization of nucleolin mutants from the Seedling Growth experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7607443/,2020 Oct 15
266,Conducting plant experiments in space and on the Moon,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10764921/,2024 Jan 3
267,Red light enhances plant adaptation to spaceflight and Mars g-levels.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9605285/,2022 Sep 24
268,EUK-134 ameliorates nNOSÂ¬Âµ translocation and skeletal muscle fiber atrophy during short-term mechanical unloading.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3962621/,2014 Jan 29
269,MnSOD Overexpression Reduces Fibrosis and Pro-Apoptotic Signaling in the Aging Mouse Heart,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4462657/,2014 Jul 11
270,Lifelong wheel running exercise and mild caloric restriction attenuate nuclear EndoG in the aging plantaris muscle.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5026643/,2016 Sep 16
271,Age-related alterations in the sarcolemmal environment are attenuated by lifelong caloric restriction and voluntary exercise.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5026642/,2017 Oct 1
272,"The impact of SRT2104 on skeletal muscle mitochondrial function, redox biology, and loss of muscle mass in hindlimb unloaded rats.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10342025/,2023 Jul 6
273,Bioreactor development for skeletal muscle hypertrophy and atrophy by manipulating uniaxial cyclic strain: Proof of concept.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167039/,2024 Jun 11
274,Genomic and phenotypic characterization of Burkholderia isolates from the potable water system of the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10020673/,2023 Mar 2
275,CAMDLES: CFD-DEM Simulation of Microbial Communities in Spaceflight and Artificial Microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9144607/,2022 Apr 29
276,Hardware validation of the Advanced Plant Habitat on ISS: Canopy photosynthesis in reduced gravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7314936/,2020 Jun 18
277,Trimeric structure of (+)-pinoresinol-forming dirigent protein at 1.95 A resolution with three isolated active sites.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4340379/,2014 Nov 19
278,Reduced Arogenate Dehydratase Expression: Ramifications for Photosynthesis and Metabolism,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5933128/,2018 Mar 9
279,New insights into lignification via network and multi-omics analyses of arogenate dehydratase knock-out mutants in Arabidopsis thaliana,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8185232/,2021 May 25
280,Functional consequences of radiation-induced oxidative stress in cultured neural stem cells and the brain exposed to charged particle irradiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3936501/,2014 Mar 20
281,Exploration of space to achieve scientific breakthroughs,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11998595/,2025 Apr 1
282,Network Analysis of Gene Transcriptions of Arabidopsis thaliana in Spaceflight Microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7996555/,2021 Feb 25
283,Detection of Genes in Arabidopsis thaliana L. Responding to DNA Damage from Radiation and Other Stressors in Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8234954/,2021 Jun 19
284,"The Effect of spaceflight on mouse olfactory bulb volume, neurogenesis, and cell death indicates the protective effect of novel environment.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4152162/,2014 Apr 17
285,"Effects of low-dose rate Åâ¥-irradiation combined with simulated microgravity on markers of oxidative stress, DNA methylation potential, and remodeling in the mouse heart",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5498037/,2017 Jul 5
286,Characterization of mouse ocular response to a 35-day spaceflight mission: Evidence of blood-retinal barrier disruption and ocular adaptations.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6547757/,2019 Jun 3
287,Mice Exposed to Combined Chronic Low-Dose Irradiation and Modeled Microgravity Develop Long-Term Neurological Sequelae.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6747492/,2019 Aug 22
288,"Spaceflight influences gene expression, photoreceptor integrity, and oxidative stress-related damage in the murine retina.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6746706/,2019 Sep 16
289,Evaluating ocular response in the retina and optic nerve head after single and fractionated high-energy protons,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8400407/,2021 Aug 19
290,Characterization of gene expression profiles in the mouse brain after 35 days of spaceflight mission.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9365836/,2022 Aug 10
291,A multi-omics longitudinal study of the murine retinal response to chronic low-dose irradiation and simulated microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9547011/,2022 Oct 7
292,Evidence of spaceflight-induced adverse effects on photoreceptors and retinal function in the mouse eye.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10138634/,2023 Apr 17
293,Effects of spaceflight on the brain,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12031868/,2025 Apr 25
294,Routine omics collection is a golden opportunity for European human research in space and analog environments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9583032/,2022 Jul 30
295,Spatial omics technologies at multimodal and single cell/subcellular level.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9746133/,2022 Dec 13
296,Genomic characterization and radiation tolerance of Naganishia kalamii sp. nov. and Cystobasidium onofrii sp. nov. from Mars 2020 mission assembly facilities.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10422843/,2023 Aug 11
297,"Genome and clonal hematopoiesis stability contrasts with immune, cfDNA, mitochondrial, and telomere length changes during short duration spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11022651/,2024 Apr 8
298,Inspiration4 data access through the NASA Open Science Data Repository,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11094041/,2024 May 14
299,Molecular and physiologic changes in the SpaceX Inspiration4 civilian crew,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357997/,2024 Jun 11
300,Telomeric RNA (TERRA) increases in response to spaceflight and high-altitude climbing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167063/,2024 Jun 11
301,Spatial multi-omics of human skin reveals KRAS and inflammatory responses to spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166909/,2024 Jun 11
302,Longitudinal multi-omics analysis of host microbiome architecture and immune responses during short-term spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11222149/,2024 Jun 11
303,Spatiotemporal expression and control of haemoglobin in space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166948/,2024 Jun 11
304,"Single-cell multi-ome and immune profiles of the Inspiration4 crew reveal conserved, cell-type, and sex-specific responses to spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166952/,2024 Jun 11
305,Single-cell analysis identifies conserved features of immune dysfunction in simulated microgravity and spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166937/,2024 Jun 11
306,The Space Omics and Medical Atlas (SOMA) and international astronaut biobank,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357981/,2024 Jun 11
307,"Secretome profiling reveals acute changes in oxidative stress, brain homeostasis, and coagulation following short-duration spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166969/,2024 Jun 11
308,Astronaut omics and the impact of space on the human body at scale,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166943/,2024 Jun 11
309,Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/,2024 Jun 11
310,"Cosmic kidney disease: an integrated pan-omic, physiological and morphological study into spaceflight-induced renal dysfunction",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167060/,2024 Jun 11
311,Spaceflight induces changes in gene expression profiles linked to insulin and estrogen,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166981/,2024 Jun 11
312,Protective alleles and precision healthcare in crewed spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11263583/,2024 Jul 22
313,To boldly go where no microRNAs have gone before: Spaceflight impact on risk for small-for-gestational-age infants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11484870/,2024 Oct 16
314,Growth chambers on the International Space Station for large plants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10780891/,2023 Dec 25
315,Microbiological and nutritional analysis of lettuce crops grown on the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7067979/,2020 Mar 6
316,Natural variation in the expression of ORGANIC CATION TRANSPORTER 1 affects root length responses to cadaverine in Arabidopsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4321547/,2014 Nov 16
317,Auxin: Shape matters.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6710492/,2019 Aug 20
318,Gravity signaling in flowering plant roots,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,2025 Apr 19
319,Cadaverine regulates biotin synthesis to modulate primary root growth in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8518694/,2021 Aug 12
320,Low-speed clinorotation of Brachypodium distachyon and Arabidopsis thaliana seedlings triggers root tip curvatures that are reminiscent of gravitropism.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9861679/,2023 Jan 12
321,New device for high-throughput viability screening of flow biofilms,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2897429/,2010 Apr 30
322,Sigma S-dependent antioxidant defense protects stationary-phase Escherichia coli against the bactericidal antibiotic gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4187989/,2014 Oct
323,Plasma membrane disruption (PMD) formation and repair in mechanosensitive tissues,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217198/,2022 Aug 1
324,Microgravity alters the expression of salivary proteins,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/,2021 Feb 1
325,Salivary Gland Protein Expression after Bion-M1 and Space Shuttle STS-135 Missions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/,2021 Feb 1
326,Response of the mouse sublingual gland to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6131065/,2019 Oct 1
327,Effects of spaceflight on the mouse submandibular gland,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11233762/,2024 Jun 26
328,"Reactivation of Latent Epstein-Barr Virus: A Comparison after Exposure to Gamma, Proton, Carbon, and Iron Radiation",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6213004/,2018 Sep 28
329,The influence of spaceflight on the astronaut salivary microbiome and the search for a microbiome biomarker for viral reactivation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7171750/,2020 Apr 20
330,The cyclic nucleotide-gated channel CNGC14 regulates root gravitropism in Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10414970/,2023 Jul 14
331,Telomere length assessments of muscle stem cells in rodent and human skeletal muscle sections,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8450295/,2021 Sep 14
332,Persistent NF-Åâ«B activation in muscle stem cells induces proliferation-independent telomere shortening,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8183356/,2021 Jun 7
333,Piezo1 regulates the regenerative capacity of skeletal muscles via orchestration of stem cell morphological states.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8932657/,2022 Mar 18
334,"Impacts of radiation exposure, hindlimb unloading, and recovery on murine skeletal muscle cell telomere length.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10504369/,2023 Sep 15
335,Ethylene-induced flavonol accumulation in guard cells suppresses reactive oxygen species and modulates stomatal aperture,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3982735/,2014 Mar 4
336,Transcriptional and Hormonal Regulation of Gravitropism of Woody Stems in Populus.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4682325/,2015 Sep 28
337,Endosidin2 targets conserved exocyst complex subunit EXO70 to inhibit exocytosis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10264680/,2023 May 31
